Cascade	11111 Emmet Street	Green Meadows	NE	68164	41.289177	-96.085158
Lacys Flower Shop	33 Circle St	Zeigler	IL	62999	37.899527	-89.052668
Forbes United Methodist Church	33 Grove St	Duluth	MN	55810	46.74109	-92.217841
Westchester Implant and Oral Surgery	170 Maple Ave	White Plains	NY	10601	41.024777	-73.769815
Collateral Services	205 S 5th St	Leavenworth	KS	66048	39.31791	-94.915314
Advantage Rent A Car	2604 E 8th St	Odessa	TX	79761	31.864035	-102.332275
Center For Restorative Practice	70 Skyview Ter	San Rafael	CA	94903	38.019066	-122.546638
Bob's Climate Control	7 Jones Ln	New Brooklyn	NJ	08081	39.744048	-75.022667
Cosgrove Law Firm	607 2nd St	Ida Grove	IA	51445	42.345085	-95.472698
Atc Caulking	166 Industrial Loop	Woodrow	NY	10309	40.549729	-74.230268
American Mailing and Office Equipment Inc	6061 Telegraph Rd	Toledo	OH	43612	41.726605	-83.547535
Dawson's Lodge	5650 Martin Luther King Jr Blvd	Sacramento	CA	95824	38.524045	-121.464636
Old Bridge Family Dentistry	2698 County Rd 516	South Old Bridge	NJ	08857		
Perfection Auto and Truck Llc	4301 Coors Blvd	Five Points	NM	87121		
Carman Megan MD	248 Pleasant St	Webster	NH	03301		
